,file,case,framenumber,class
5637,33010_sessie2_taskrobotEngagement,visible,2352,1
5638,33010_sessie2_taskrobotEngagement,visible,2353,1
5639,33010_sessie2_taskrobotEngagement,visible,2354,1
5640,33010_sessie2_taskrobotEngagement,visible,2355,1
5641,33010_sessie2_taskrobotEngagement,visible,2356,1
5642,33010_sessie2_taskrobotEngagement,visible,2357,1
5643,33010_sessie2_taskrobotEngagement,visible,2358,1
5644,33010_sessie2_taskrobotEngagement,visible,2359,1
5645,33010_sessie2_taskrobotEngagement,visible,2360,1
5646,33010_sessie2_taskrobotEngagement,visible,2361,1
5647,33010_sessie2_taskrobotEngagement,visible,2362,1
5648,33010_sessie2_taskrobotEngagement,visible,2363,1
5649,33010_sessie2_taskrobotEngagement,visible,2364,1
5650,33010_sessie2_taskrobotEngagement,visible,2365,1
5651,33010_sessie2_taskrobotEngagement,visible,2366,1
5652,33010_sessie2_taskrobotEngagement,visible,2367,1
5653,33010_sessie2_taskrobotEngagement,visible,2368,1
5654,33010_sessie2_taskrobotEngagement,visible,2369,1
5655,33010_sessie2_taskrobotEngagement,visible,2370,1
5656,33010_sessie2_taskrobotEngagement,visible,2371,1
5657,33010_sessie2_taskrobotEngagement,visible,2372,1
5658,33010_sessie2_taskrobotEngagement,visible,2373,1
5659,33010_sessie2_taskrobotEngagement,visible,2374,1
5660,33010_sessie2_taskrobotEngagement,visible,2375,1
5661,33010_sessie2_taskrobotEngagement,visible,2376,1
5662,33010_sessie2_taskrobotEngagement,visible,2377,1
5663,33010_sessie2_taskrobotEngagement,visible,2378,1
5664,33010_sessie2_taskrobotEngagement,visible,2379,1
5665,33010_sessie2_taskrobotEngagement,visible,2380,1
5666,33010_sessie2_taskrobotEngagement,visible,2381,1
5667,33010_sessie2_taskrobotEngagement,visible,2382,1
5668,33010_sessie2_taskrobotEngagement,visible,2383,1
5669,33010_sessie2_taskrobotEngagement,visible,2384,1
5670,33010_sessie2_taskrobotEngagement,visible,2385,1
5671,33010_sessie2_taskrobotEngagement,visible,2386,1
5672,33010_sessie2_taskrobotEngagement,visible,2387,1
5673,33010_sessie2_taskrobotEngagement,visible,2388,1
5674,33010_sessie2_taskrobotEngagement,visible,2389,2
5675,33010_sessie2_taskrobotEngagement,visible,2390,2
5676,33010_sessie2_taskrobotEngagement,visible,2391,2
5677,33010_sessie2_taskrobotEngagement,visible,2392,2
5678,33010_sessie2_taskrobotEngagement,visible,2393,2
5679,33010_sessie2_taskrobotEngagement,visible,2394,2
5680,33010_sessie2_taskrobotEngagement,visible,2395,2
5681,33010_sessie2_taskrobotEngagement,visible,2396,2
5682,33010_sessie2_taskrobotEngagement,visible,2397,2
5683,33010_sessie2_taskrobotEngagement,visible,2398,2
5684,33010_sessie2_taskrobotEngagement,visible,2399,2
5685,33010_sessie2_taskrobotEngagement,visible,2400,2
5686,33010_sessie2_taskrobotEngagement,visible,2401,2
5687,33010_sessie2_taskrobotEngagement,visible,2402,2
5688,33010_sessie2_taskrobotEngagement,visible,2403,2
5689,33010_sessie2_taskrobotEngagement,visible,2404,2
5690,33010_sessie2_taskrobotEngagement,visible,2405,2
5691,33010_sessie2_taskrobotEngagement,visible,2406,2
5692,33010_sessie2_taskrobotEngagement,visible,2407,2
5693,33010_sessie2_taskrobotEngagement,visible,2408,2
5694,33010_sessie2_taskrobotEngagement,visible,2409,2
5695,33010_sessie2_taskrobotEngagement,visible,2410,2
5696,33010_sessie2_taskrobotEngagement,visible,2411,2
5697,33010_sessie2_taskrobotEngagement,visible,2412,2
5698,33010_sessie2_taskrobotEngagement,visible,2413,2
5699,33010_sessie2_taskrobotEngagement,visible,2414,2
5700,33010_sessie2_taskrobotEngagement,visible,2415,2
5701,33010_sessie2_taskrobotEngagement,visible,2416,2
5702,33010_sessie2_taskrobotEngagement,visible,2417,2
5703,33010_sessie2_taskrobotEngagement,visible,2418,2
5704,33010_sessie2_taskrobotEngagement,visible,2419,2
5705,33010_sessie2_taskrobotEngagement,visible,2420,2
5706,33010_sessie2_taskrobotEngagement,visible,2421,2
5707,33010_sessie2_taskrobotEngagement,visible,2422,2
5708,33010_sessie2_taskrobotEngagement,visible,2423,2
5709,33010_sessie2_taskrobotEngagement,visible,2424,2
5710,33010_sessie2_taskrobotEngagement,visible,2425,2
5711,33010_sessie2_taskrobotEngagement,visible,2426,2
5712,33010_sessie2_taskrobotEngagement,visible,2427,2
5713,33010_sessie2_taskrobotEngagement,visible,2428,2
5714,33010_sessie2_taskrobotEngagement,visible,2429,2
5715,33010_sessie2_taskrobotEngagement,visible,2430,2
5716,33010_sessie2_taskrobotEngagement,visible,2431,2
5717,33010_sessie2_taskrobotEngagement,visible,2432,2
5718,33010_sessie2_taskrobotEngagement,visible,2433,2
5719,33010_sessie2_taskrobotEngagement,visible,2434,2
5720,33010_sessie2_taskrobotEngagement,visible,2435,2
5721,33010_sessie2_taskrobotEngagement,visible,2436,2
5722,33010_sessie2_taskrobotEngagement,visible,2437,2
5723,33010_sessie2_taskrobotEngagement,visible,2438,2
5724,33010_sessie2_taskrobotEngagement,visible,2439,2
5725,33010_sessie2_taskrobotEngagement,visible,2440,2
5726,33010_sessie2_taskrobotEngagement,visible,2441,2
5727,33010_sessie2_taskrobotEngagement,visible,2442,2
5728,33010_sessie2_taskrobotEngagement,visible,2443,2
5729,33010_sessie2_taskrobotEngagement,visible,2444,2
5730,33010_sessie2_taskrobotEngagement,visible,2445,2
5731,33010_sessie2_taskrobotEngagement,visible,2446,2
5732,33010_sessie2_taskrobotEngagement,visible,2447,2
5733,33010_sessie2_taskrobotEngagement,visible,2448,2
5734,33010_sessie2_taskrobotEngagement,visible,2449,2
5735,33010_sessie2_taskrobotEngagement,visible,2450,2
5736,33010_sessie2_taskrobotEngagement,visible,2451,2
5737,33010_sessie2_taskrobotEngagement,visible,2452,2
5738,33010_sessie2_taskrobotEngagement,visible,2453,2
5739,33010_sessie2_taskrobotEngagement,visible,2454,2
5740,33010_sessie2_taskrobotEngagement,visible,2455,2
5741,33010_sessie2_taskrobotEngagement,visible,2456,2
5742,33010_sessie2_taskrobotEngagement,visible,2457,2
5743,33010_sessie2_taskrobotEngagement,visible,2458,2
5744,33010_sessie2_taskrobotEngagement,visible,2459,2
5745,33010_sessie2_taskrobotEngagement,visible,2460,2
5746,33010_sessie2_taskrobotEngagement,visible,2461,2
5747,33010_sessie2_taskrobotEngagement,visible,2462,2
5748,33010_sessie2_taskrobotEngagement,visible,2463,2
5749,33010_sessie2_taskrobotEngagement,visible,2464,2
5750,33010_sessie2_taskrobotEngagement,visible,2465,2
5751,33010_sessie2_taskrobotEngagement,visible,2466,2
5752,33010_sessie2_taskrobotEngagement,visible,2467,2
5753,33010_sessie2_taskrobotEngagement,visible,2468,2
5754,33010_sessie2_taskrobotEngagement,visible,2469,2
5755,33010_sessie2_taskrobotEngagement,visible,2470,2
5756,33010_sessie2_taskrobotEngagement,visible,2471,2
5757,33010_sessie2_taskrobotEngagement,visible,2472,2
5758,33010_sessie2_taskrobotEngagement,visible,2473,2
5759,33010_sessie2_taskrobotEngagement,visible,2474,2
5760,33010_sessie2_taskrobotEngagement,visible,2475,2
5761,33010_sessie2_taskrobotEngagement,visible,2476,2
5762,33010_sessie2_taskrobotEngagement,visible,2477,2
5763,33010_sessie2_taskrobotEngagement,visible,2478,2
5764,33010_sessie2_taskrobotEngagement,visible,2479,2
5765,33010_sessie2_taskrobotEngagement,visible,2480,2
5766,33010_sessie2_taskrobotEngagement,visible,2481,2
5767,33010_sessie2_taskrobotEngagement,visible,2482,2
5768,33010_sessie2_taskrobotEngagement,visible,2483,2
5769,33010_sessie2_taskrobotEngagement,visible,2484,2
5770,33010_sessie2_taskrobotEngagement,visible,2485,2
5771,33010_sessie2_taskrobotEngagement,visible,2486,2
5772,33010_sessie2_taskrobotEngagement,visible,2487,2
5773,33010_sessie2_taskrobotEngagement,visible,2488,2
5774,33010_sessie2_taskrobotEngagement,visible,2489,2
5775,33010_sessie2_taskrobotEngagement,visible,2490,2
5776,33010_sessie2_taskrobotEngagement,visible,2491,2
5777,33010_sessie2_taskrobotEngagement,visible,2492,2
5778,33010_sessie2_taskrobotEngagement,visible,2493,2
5779,33010_sessie2_taskrobotEngagement,visible,2494,2
5780,33010_sessie2_taskrobotEngagement,visible,2495,2
5781,33010_sessie2_taskrobotEngagement,visible,2496,2
5782,33010_sessie2_taskrobotEngagement,visible,2497,2
5783,33010_sessie2_taskrobotEngagement,visible,2498,2
5784,33010_sessie2_taskrobotEngagement,visible,2499,2
5785,33010_sessie2_taskrobotEngagement,visible,2500,2
5786,33010_sessie2_taskrobotEngagement,visible,2501,2
5787,33010_sessie2_taskrobotEngagement,visible,2502,2
5788,33010_sessie2_taskrobotEngagement,visible,2503,2
5789,33010_sessie2_taskrobotEngagement,visible,2504,2
5790,33010_sessie2_taskrobotEngagement,visible,2505,2
5791,33010_sessie2_taskrobotEngagement,visible,2506,2
5792,33010_sessie2_taskrobotEngagement,visible,2507,2
5793,33010_sessie2_taskrobotEngagement,visible,2508,2
5794,33010_sessie2_taskrobotEngagement,visible,2509,2
5795,33010_sessie2_taskrobotEngagement,visible,2510,2
5796,33010_sessie2_taskrobotEngagement,visible,2511,2
5797,33010_sessie2_taskrobotEngagement,visible,2512,2
5798,33010_sessie2_taskrobotEngagement,visible,2513,2
5799,33010_sessie2_taskrobotEngagement,visible,2514,2
5800,33010_sessie2_taskrobotEngagement,visible,2515,2
5801,33010_sessie2_taskrobotEngagement,visible,2516,2
5802,33010_sessie2_taskrobotEngagement,visible,2517,2
5803,33010_sessie2_taskrobotEngagement,visible,2518,2
5804,33010_sessie2_taskrobotEngagement,visible,2519,2
5805,33010_sessie2_taskrobotEngagement,visible,2520,2
5806,33010_sessie2_taskrobotEngagement,visible,2521,2
5807,33010_sessie2_taskrobotEngagement,visible,2522,2
5808,33010_sessie2_taskrobotEngagement,visible,2523,2
5809,33010_sessie2_taskrobotEngagement,visible,2524,2
5810,33010_sessie2_taskrobotEngagement,visible,2525,2
5811,33010_sessie2_taskrobotEngagement,visible,2526,2
5812,33010_sessie2_taskrobotEngagement,visible,2527,2
5813,33010_sessie2_taskrobotEngagement,visible,2528,2
5814,33010_sessie2_taskrobotEngagement,visible,2529,2
5815,33010_sessie2_taskrobotEngagement,visible,2530,2
5816,33010_sessie2_taskrobotEngagement,visible,2531,2
5817,33010_sessie2_taskrobotEngagement,visible,2532,2
5818,33010_sessie2_taskrobotEngagement,visible,2533,2
5819,33010_sessie2_taskrobotEngagement,visible,2534,2
5820,33010_sessie2_taskrobotEngagement,visible,2535,2
5821,33010_sessie2_taskrobotEngagement,visible,2536,2
5822,33010_sessie2_taskrobotEngagement,visible,2537,2
5823,33010_sessie2_taskrobotEngagement,visible,2538,2
5824,33010_sessie2_taskrobotEngagement,visible,2539,2
5825,33010_sessie2_taskrobotEngagement,visible,2540,2
5826,33010_sessie2_taskrobotEngagement,visible,2541,2
5827,33010_sessie2_taskrobotEngagement,visible,2542,2
5828,33010_sessie2_taskrobotEngagement,visible,2543,2
5829,33010_sessie2_taskrobotEngagement,visible,2544,2
5830,33010_sessie2_taskrobotEngagement,visible,2545,2
5831,33010_sessie2_taskrobotEngagement,visible,2546,2
5832,33010_sessie2_taskrobotEngagement,visible,2547,2
5833,33010_sessie2_taskrobotEngagement,visible,2548,2
5834,33010_sessie2_taskrobotEngagement,visible,2549,2
5835,33010_sessie2_taskrobotEngagement,visible,2550,2
5836,33010_sessie2_taskrobotEngagement,visible,2551,2
5837,33010_sessie2_taskrobotEngagement,visible,2552,2
5838,33010_sessie2_taskrobotEngagement,visible,2553,2
5839,33010_sessie2_taskrobotEngagement,visible,2554,2
5840,33010_sessie2_taskrobotEngagement,visible,2555,2
5841,33010_sessie2_taskrobotEngagement,visible,2556,2
5842,33010_sessie2_taskrobotEngagement,visible,2557,2
5843,33010_sessie2_taskrobotEngagement,visible,2558,2
5844,33010_sessie2_taskrobotEngagement,visible,2559,2
5845,33010_sessie2_taskrobotEngagement,visible,2560,2
5846,33010_sessie2_taskrobotEngagement,visible,2561,2
5847,33010_sessie2_taskrobotEngagement,visible,2562,2
5848,33010_sessie2_taskrobotEngagement,visible,2563,2
5849,33010_sessie2_taskrobotEngagement,visible,2564,2
5850,33010_sessie2_taskrobotEngagement,visible,2565,2
5851,33010_sessie2_taskrobotEngagement,visible,2566,2
5852,33010_sessie2_taskrobotEngagement,visible,2567,2
5853,33010_sessie2_taskrobotEngagement,visible,2568,2
5854,33010_sessie2_taskrobotEngagement,visible,2569,2
5855,33010_sessie2_taskrobotEngagement,visible,2570,2
5856,33010_sessie2_taskrobotEngagement,visible,2571,2
5857,33010_sessie2_taskrobotEngagement,visible,2572,2
5858,33010_sessie2_taskrobotEngagement,visible,2573,2
5859,33010_sessie2_taskrobotEngagement,visible,2574,2
5860,33010_sessie2_taskrobotEngagement,visible,2575,2
5861,33010_sessie2_taskrobotEngagement,visible,2576,2
5862,33010_sessie2_taskrobotEngagement,visible,2577,2
5863,33010_sessie2_taskrobotEngagement,visible,2578,2
5864,33010_sessie2_taskrobotEngagement,visible,2579,2
5865,33010_sessie2_taskrobotEngagement,visible,2580,2
5866,33010_sessie2_taskrobotEngagement,visible,2581,2
5867,33010_sessie2_taskrobotEngagement,visible,2582,1
5868,33010_sessie2_taskrobotEngagement,visible,2583,1
5869,33010_sessie2_taskrobotEngagement,visible,2584,1
5870,33010_sessie2_taskrobotEngagement,visible,2585,1
5871,33010_sessie2_taskrobotEngagement,visible,2586,1
5872,33010_sessie2_taskrobotEngagement,visible,2587,1
5873,33010_sessie2_taskrobotEngagement,visible,2588,1
5874,33010_sessie2_taskrobotEngagement,visible,2589,1
5875,33010_sessie2_taskrobotEngagement,visible,2590,1
5876,33010_sessie2_taskrobotEngagement,visible,2591,1
5877,33010_sessie2_taskrobotEngagement,visible,2592,1
5878,33010_sessie2_taskrobotEngagement,visible,2593,1
5879,33010_sessie2_taskrobotEngagement,visible,2594,1
5880,33010_sessie2_taskrobotEngagement,visible,2595,1
5881,33010_sessie2_taskrobotEngagement,visible,2596,1
5882,33010_sessie2_taskrobotEngagement,visible,2597,1
5883,33010_sessie2_taskrobotEngagement,visible,2598,1
5884,33010_sessie2_taskrobotEngagement,visible,2599,1
5885,33010_sessie2_taskrobotEngagement,visible,2600,1
5886,33010_sessie2_taskrobotEngagement,visible,2601,1
5887,33010_sessie2_taskrobotEngagement,visible,2602,1
5888,33010_sessie2_taskrobotEngagement,visible,2603,1
5889,33010_sessie2_taskrobotEngagement,visible,2604,1
5890,33010_sessie2_taskrobotEngagement,visible,2605,1
5891,33010_sessie2_taskrobotEngagement,visible,2606,1
5892,33010_sessie2_taskrobotEngagement,visible,2607,1
5893,33010_sessie2_taskrobotEngagement,visible,2608,1
5894,33010_sessie2_taskrobotEngagement,visible,2609,1
5895,33010_sessie2_taskrobotEngagement,visible,2610,1
5896,33010_sessie2_taskrobotEngagement,visible,2611,1
5897,33010_sessie2_taskrobotEngagement,visible,2612,1
5898,33010_sessie2_taskrobotEngagement,visible,2613,1
5899,33010_sessie2_taskrobotEngagement,visible,2614,1
5900,33010_sessie2_taskrobotEngagement,visible,2615,1
5901,33010_sessie2_taskrobotEngagement,visible,2616,1
5902,33010_sessie2_taskrobotEngagement,visible,2617,1
5903,33010_sessie2_taskrobotEngagement,visible,2618,1
5904,33010_sessie2_taskrobotEngagement,visible,2619,1
5905,33010_sessie2_taskrobotEngagement,visible,2620,1
5906,33010_sessie2_taskrobotEngagement,visible,2621,1
5907,33010_sessie2_taskrobotEngagement,visible,2622,1
5908,33010_sessie2_taskrobotEngagement,visible,2623,1
5909,33010_sessie2_taskrobotEngagement,visible,2624,1
5910,33010_sessie2_taskrobotEngagement,visible,2625,1
5911,33010_sessie2_taskrobotEngagement,visible,2626,1
5912,33010_sessie2_taskrobotEngagement,visible,2627,1
5913,33010_sessie2_taskrobotEngagement,visible,2628,1
5914,33010_sessie2_taskrobotEngagement,visible,2629,1
5915,33010_sessie2_taskrobotEngagement,visible,2630,1
5916,33010_sessie2_taskrobotEngagement,visible,2631,1
5917,33010_sessie2_taskrobotEngagement,visible,2632,1
5918,33010_sessie2_taskrobotEngagement,visible,2633,1
5919,33010_sessie2_taskrobotEngagement,visible,2634,1
5920,33010_sessie2_taskrobotEngagement,visible,2635,1
5921,33010_sessie2_taskrobotEngagement,visible,2636,1
5922,33010_sessie2_taskrobotEngagement,visible,2637,1
5923,33010_sessie2_taskrobotEngagement,visible,2638,1
5924,33010_sessie2_taskrobotEngagement,visible,2639,1
5925,33010_sessie2_taskrobotEngagement,visible,2640,1
5926,33010_sessie2_taskrobotEngagement,visible,2641,1
5927,33010_sessie2_taskrobotEngagement,visible,2642,1
5928,33010_sessie2_taskrobotEngagement,visible,2643,1
5929,33010_sessie2_taskrobotEngagement,visible,2644,1
5930,33010_sessie2_taskrobotEngagement,visible,2645,1
5931,33010_sessie2_taskrobotEngagement,visible,2646,1
5932,33010_sessie2_taskrobotEngagement,visible,2647,1
5933,33010_sessie2_taskrobotEngagement,visible,2648,1
5934,33010_sessie2_taskrobotEngagement,visible,2649,1
5935,33010_sessie2_taskrobotEngagement,visible,2650,1
5936,33010_sessie2_taskrobotEngagement,visible,2651,1
5937,33010_sessie2_taskrobotEngagement,visible,2652,1
5938,33010_sessie2_taskrobotEngagement,visible,2653,1
5939,33010_sessie2_taskrobotEngagement,visible,2654,1
5940,33010_sessie2_taskrobotEngagement,visible,2655,1
5941,33010_sessie2_taskrobotEngagement,visible,2656,1
5942,33010_sessie2_taskrobotEngagement,visible,2657,1
5943,33010_sessie2_taskrobotEngagement,visible,2658,1
5944,33010_sessie2_taskrobotEngagement,visible,2659,1
5945,33010_sessie2_taskrobotEngagement,visible,2660,1
5946,33010_sessie2_taskrobotEngagement,visible,2661,1
5947,33010_sessie2_taskrobotEngagement,visible,2662,1
5948,33010_sessie2_taskrobotEngagement,visible,2663,1
5949,33010_sessie2_taskrobotEngagement,visible,2664,1
5950,33010_sessie2_taskrobotEngagement,visible,2665,1
5951,33010_sessie2_taskrobotEngagement,visible,2666,1
5952,33010_sessie2_taskrobotEngagement,visible,2667,1
5953,33010_sessie2_taskrobotEngagement,visible,2668,1
5954,33010_sessie2_taskrobotEngagement,visible,2669,1
5955,33010_sessie2_taskrobotEngagement,visible,2670,1
5956,33010_sessie2_taskrobotEngagement,visible,2671,1
5957,33010_sessie2_taskrobotEngagement,visible,2672,1
5958,33010_sessie2_taskrobotEngagement,visible,2673,1
5959,33010_sessie2_taskrobotEngagement,visible,2674,1
5960,33010_sessie2_taskrobotEngagement,visible,2675,1
5961,33010_sessie2_taskrobotEngagement,visible,2676,1
5962,33010_sessie2_taskrobotEngagement,visible,2677,1
5963,33010_sessie2_taskrobotEngagement,visible,2678,1
5964,33010_sessie2_taskrobotEngagement,visible,2679,1
5965,33010_sessie2_taskrobotEngagement,visible,2680,1
5966,33010_sessie2_taskrobotEngagement,visible,2681,1
5967,33010_sessie2_taskrobotEngagement,visible,2682,1
5968,33010_sessie2_taskrobotEngagement,visible,2683,1
5969,33010_sessie2_taskrobotEngagement,visible,2684,1
5970,33010_sessie2_taskrobotEngagement,visible,2685,1
5971,33010_sessie2_taskrobotEngagement,visible,2686,1
5972,33010_sessie2_taskrobotEngagement,visible,2687,1
5973,33010_sessie2_taskrobotEngagement,visible,2688,1
5974,33010_sessie2_taskrobotEngagement,visible,2689,1
5975,33010_sessie2_taskrobotEngagement,visible,2690,1
5976,33010_sessie2_taskrobotEngagement,visible,2691,1
5977,33010_sessie2_taskrobotEngagement,visible,2692,1
5978,33010_sessie2_taskrobotEngagement,visible,2693,1
5979,33010_sessie2_taskrobotEngagement,visible,2694,1
5980,33010_sessie2_taskrobotEngagement,visible,2695,1
5981,33010_sessie2_taskrobotEngagement,visible,2696,1
5982,33010_sessie2_taskrobotEngagement,visible,2697,1
5983,33010_sessie2_taskrobotEngagement,visible,2698,1
5984,33010_sessie2_taskrobotEngagement,visible,2699,1
5985,33010_sessie2_taskrobotEngagement,visible,2700,1
5986,33010_sessie2_taskrobotEngagement,visible,2701,1
5987,33010_sessie2_taskrobotEngagement,visible,2702,1
5988,33010_sessie2_taskrobotEngagement,visible,2703,1
5989,33010_sessie2_taskrobotEngagement,visible,2704,1
5990,33010_sessie2_taskrobotEngagement,visible,2705,1
5991,33010_sessie2_taskrobotEngagement,visible,2706,1
5992,33010_sessie2_taskrobotEngagement,visible,2707,1
5993,33010_sessie2_taskrobotEngagement,visible,2708,1
5994,33010_sessie2_taskrobotEngagement,visible,2709,1
5995,33010_sessie2_taskrobotEngagement,visible,2710,1
5996,33010_sessie2_taskrobotEngagement,visible,2711,1
5997,33010_sessie2_taskrobotEngagement,visible,2712,1
5998,33010_sessie2_taskrobotEngagement,visible,2713,1
5999,33010_sessie2_taskrobotEngagement,visible,2714,1
6000,33010_sessie2_taskrobotEngagement,visible,2715,1
6001,33010_sessie2_taskrobotEngagement,visible,2716,1
6002,33010_sessie2_taskrobotEngagement,visible,2717,1
6003,33010_sessie2_taskrobotEngagement,visible,2718,1
6004,33010_sessie2_taskrobotEngagement,visible,2719,1
6005,33010_sessie2_taskrobotEngagement,visible,2720,1
6006,33010_sessie2_taskrobotEngagement,visible,2721,1
6007,33010_sessie2_taskrobotEngagement,visible,2722,1
6008,33010_sessie2_taskrobotEngagement,visible,2723,1
6009,33010_sessie2_taskrobotEngagement,visible,2724,1
6010,33010_sessie2_taskrobotEngagement,visible,2725,1
6011,33010_sessie2_taskrobotEngagement,visible,2726,1
6012,33010_sessie2_taskrobotEngagement,visible,2727,1
6013,33010_sessie2_taskrobotEngagement,visible,2728,1
6014,33010_sessie2_taskrobotEngagement,visible,2729,1
6015,33010_sessie2_taskrobotEngagement,visible,2730,1
6016,33010_sessie2_taskrobotEngagement,visible,2731,1
6017,33010_sessie2_taskrobotEngagement,visible,2732,1
6018,33010_sessie2_taskrobotEngagement,visible,2733,1
6019,33010_sessie2_taskrobotEngagement,visible,2734,1
6020,33010_sessie2_taskrobotEngagement,visible,2735,1
6021,33010_sessie2_taskrobotEngagement,visible,2736,1
6022,33010_sessie2_taskrobotEngagement,visible,2737,1
6023,33010_sessie2_taskrobotEngagement,visible,2738,1
6024,33011_sessie2_taskrobotEngagement,visible,0,1
6025,33011_sessie2_taskrobotEngagement,visible,1,1
6026,33011_sessie2_taskrobotEngagement,visible,2,1
6027,33011_sessie2_taskrobotEngagement,visible,3,1
6028,33011_sessie2_taskrobotEngagement,visible,4,1
6029,33011_sessie2_taskrobotEngagement,visible,5,1
6030,33011_sessie2_taskrobotEngagement,visible,6,1
6031,33011_sessie2_taskrobotEngagement,visible,7,1
6032,33011_sessie2_taskrobotEngagement,visible,8,1
6033,33011_sessie2_taskrobotEngagement,visible,9,1
6034,33011_sessie2_taskrobotEngagement,visible,10,1
6035,33011_sessie2_taskrobotEngagement,visible,11,1
6036,33011_sessie2_taskrobotEngagement,visible,12,1
6037,33011_sessie2_taskrobotEngagement,visible,13,1
6038,33011_sessie2_taskrobotEngagement,visible,14,1
6039,33011_sessie2_taskrobotEngagement,visible,15,1
6040,33011_sessie2_taskrobotEngagement,visible,16,1
6041,33011_sessie2_taskrobotEngagement,visible,17,1
6042,33011_sessie2_taskrobotEngagement,visible,18,1
6043,33011_sessie2_taskrobotEngagement,visible,19,1
6044,33011_sessie2_taskrobotEngagement,visible,20,1
6045,33011_sessie2_taskrobotEngagement,visible,21,1
6046,33011_sessie2_taskrobotEngagement,visible,22,1
6047,33011_sessie2_taskrobotEngagement,visible,23,1
6048,33011_sessie2_taskrobotEngagement,visible,24,1
6049,33011_sessie2_taskrobotEngagement,visible,25,1
6050,33011_sessie2_taskrobotEngagement,visible,26,1
6051,33011_sessie2_taskrobotEngagement,visible,27,1
6052,33011_sessie2_taskrobotEngagement,visible,28,1
6053,33011_sessie2_taskrobotEngagement,visible,29,1
6054,33011_sessie2_taskrobotEngagement,visible,30,1
6055,33011_sessie2_taskrobotEngagement,visible,31,1
6056,33011_sessie2_taskrobotEngagement,visible,32,1
6057,33011_sessie2_taskrobotEngagement,visible,33,1
6058,33011_sessie2_taskrobotEngagement,visible,34,1
6059,33011_sessie2_taskrobotEngagement,visible,35,1
6060,33011_sessie2_taskrobotEngagement,visible,36,1
6061,33011_sessie2_taskrobotEngagement,visible,37,1
6062,33011_sessie2_taskrobotEngagement,visible,38,1
6063,33011_sessie2_taskrobotEngagement,visible,39,1
6064,33011_sessie2_taskrobotEngagement,visible,40,1
6065,33011_sessie2_taskrobotEngagement,visible,41,1
6066,33011_sessie2_taskrobotEngagement,visible,42,1
6067,33011_sessie2_taskrobotEngagement,visible,43,1
6068,33011_sessie2_taskrobotEngagement,visible,44,1
6069,33011_sessie2_taskrobotEngagement,visible,45,1
6070,33011_sessie2_taskrobotEngagement,visible,46,1
6071,33011_sessie2_taskrobotEngagement,visible,47,1
6072,33011_sessie2_taskrobotEngagement,visible,48,1
6073,33011_sessie2_taskrobotEngagement,visible,49,1
6074,33011_sessie2_taskrobotEngagement,visible,50,1
6075,33011_sessie2_taskrobotEngagement,visible,51,1
6076,33011_sessie2_taskrobotEngagement,visible,52,1
6077,33011_sessie2_taskrobotEngagement,visible,53,1
6078,33011_sessie2_taskrobotEngagement,visible,54,1
6079,33011_sessie2_taskrobotEngagement,visible,55,1
6080,33011_sessie2_taskrobotEngagement,visible,56,1
6081,33011_sessie2_taskrobotEngagement,visible,57,1
6082,33011_sessie2_taskrobotEngagement,visible,58,1
6083,33011_sessie2_taskrobotEngagement,visible,59,1
6084,33011_sessie2_taskrobotEngagement,visible,60,1
6085,33011_sessie2_taskrobotEngagement,visible,61,1
6086,33011_sessie2_taskrobotEngagement,visible,62,1
6087,33011_sessie2_taskrobotEngagement,visible,63,1
6088,33011_sessie2_taskrobotEngagement,visible,64,1
6089,33011_sessie2_taskrobotEngagement,visible,65,1
6090,33011_sessie2_taskrobotEngagement,visible,66,1
6091,33011_sessie2_taskrobotEngagement,visible,67,1
6092,33011_sessie2_taskrobotEngagement,visible,68,1
6093,33011_sessie2_taskrobotEngagement,visible,69,1
6094,33011_sessie2_taskrobotEngagement,visible,70,1
6095,33011_sessie2_taskrobotEngagement,visible,71,1
6096,33011_sessie2_taskrobotEngagement,visible,72,1
6097,33011_sessie2_taskrobotEngagement,visible,73,1
6098,33011_sessie2_taskrobotEngagement,visible,74,1
6099,33011_sessie2_taskrobotEngagement,visible,75,1
6100,33011_sessie2_taskrobotEngagement,visible,76,1
6101,33011_sessie2_taskrobotEngagement,visible,77,1
6102,33011_sessie2_taskrobotEngagement,visible,78,1
6103,33011_sessie2_taskrobotEngagement,visible,79,1
6104,33011_sessie2_taskrobotEngagement,visible,80,1
6105,33011_sessie2_taskrobotEngagement,visible,81,1
6106,33011_sessie2_taskrobotEngagement,visible,82,1
6107,33011_sessie2_taskrobotEngagement,visible,83,1
6108,33011_sessie2_taskrobotEngagement,visible,84,1
6109,33011_sessie2_taskrobotEngagement,visible,85,1
6110,33011_sessie2_taskrobotEngagement,visible,86,1
6111,33011_sessie2_taskrobotEngagement,visible,87,1
6112,33011_sessie2_taskrobotEngagement,visible,88,1
6113,33011_sessie2_taskrobotEngagement,visible,89,1
6114,33011_sessie2_taskrobotEngagement,visible,90,1
6115,33011_sessie2_taskrobotEngagement,visible,91,1
6116,33011_sessie2_taskrobotEngagement,visible,92,1
6117,33011_sessie2_taskrobotEngagement,visible,93,1
6118,33011_sessie2_taskrobotEngagement,visible,94,1
6119,33011_sessie2_taskrobotEngagement,visible,95,1
6120,33011_sessie2_taskrobotEngagement,visible,96,1
6121,33011_sessie2_taskrobotEngagement,visible,97,1
