,tier,beginmm,begin,endmm,end,diffmm,diff,class,file,annotator,case
209,default,00:00:58.480,58.48,00:00:58.870,58.87,00:00:00.390,0.39,1,33003_sessie1_taskrobotEngagement,Lin,visible
210,default,00:00:58.870,58.87,00:01:01.500,61.5,00:00:02.630,2.63,3,33003_sessie1_taskrobotEngagement,Lin,visible
211,default,00:01:01.530,61.53,00:01:03.090,63.09,00:00:01.560,1.56,1,33003_sessie1_taskrobotEngagement,Lin,visible
212,default,00:01:03.180,63.18,00:01:09.750,69.75,00:00:06.570,6.57,1,33003_sessie1_taskrobotEngagement,Lin,visible
213,default,00:01:09.760,69.76,00:01:18.080,78.08,00:00:08.320,8.32,2,33003_sessie1_taskrobotEngagement,Lin,visible
214,default,00:01:18.150,78.15,00:01:20.740,80.74,00:00:02.590,2.59,3,33003_sessie1_taskrobotEngagement,Lin,visible
215,default,00:01:20.750,80.75,00:01:23.070,83.07,00:00:02.320,2.32,1,33003_sessie1_taskrobotEngagement,Lin,visible
216,default,00:01:23.080,83.08,00:01:25.440,85.44,00:00:02.360,2.36,2,33003_sessie1_taskrobotEngagement,Lin,visible
217,default,00:01:25.460,85.46,00:01:32.270,92.27,00:00:06.810,6.81,1,33003_sessie1_taskrobotEngagement,Lin,visible
218,default,00:01:32.310,92.31,00:01:34.530,94.53,00:00:02.220,2.22,4,33003_sessie1_taskrobotEngagement,Lin,visible
219,default,00:01:34.540,94.54,00:01:35.200,95.2,00:00:00.660,0.66,2,33003_sessie1_taskrobotEngagement,Lin,visible
220,default,00:01:35.200,95.2,00:01:35.300,95.3,00:00:00.100,0.1,2,33003_sessie1_taskrobotEngagement,Lin,visible
221,default,00:01:35.340,95.34,00:01:36.000,96.0,00:00:00.660,0.66,1,33003_sessie1_taskrobotEngagement,Lin,visible
222,default,00:01:36.030,96.03,00:01:36.440,96.44,00:00:00.410,0.41,3,33003_sessie1_taskrobotEngagement,Lin,visible
223,default,00:01:36.450,96.45,00:01:37.960,97.96,00:00:01.510,1.51,1,33003_sessie1_taskrobotEngagement,Lin,visible
224,default,00:00:00.010,0.01,00:00:00.960,0.96,00:00:00.950,0.95,1,33004_sessie1_taskrobotEngagement,Lin,visible
225,default,00:00:00.980,0.98,00:00:01.460,1.46,00:00:00.480,0.48,2,33004_sessie1_taskrobotEngagement,Lin,visible
226,default,00:00:01.460,1.46,00:00:10.070,10.07,00:00:08.610,8.61,1,33004_sessie1_taskrobotEngagement,Lin,visible
227,default,00:00:10.100,10.1,00:00:11.970,11.97,00:00:01.870,1.87,2,33004_sessie1_taskrobotEngagement,Lin,visible
228,default,00:00:11.980,11.98,00:00:16.420,16.42,00:00:04.440,4.44,1,33004_sessie1_taskrobotEngagement,Lin,visible
229,default,00:00:16.470,16.47,00:00:19.060,19.06,00:00:02.590,2.59,2,33004_sessie1_taskrobotEngagement,Lin,visible
230,default,00:00:19.080,19.08,00:00:28.300,28.3,00:00:09.220,9.22,2,33004_sessie1_taskrobotEngagement,Lin,visible
231,default,00:00:28.340,28.34,00:00:35.700,35.7,00:00:07.360,7.36,2,33004_sessie1_taskrobotEngagement,Lin,visible
232,default,00:00:35.750,35.75,00:00:37.460,37.46,00:00:01.710,1.71,4,33004_sessie1_taskrobotEngagement,Lin,visible
233,default,00:00:37.480,37.48,00:00:37.740,37.74,00:00:00.260,0.26,2,33004_sessie1_taskrobotEngagement,Lin,visible
234,default,00:00:37.750,37.75,00:00:38.130,38.13,00:00:00.380,0.38,1,33004_sessie1_taskrobotEngagement,Lin,visible
235,default,00:00:38.140,38.14,00:00:38.870,38.87,00:00:00.730,0.73,2,33004_sessie1_taskrobotEngagement,Lin,visible
236,default,00:00:38.870,38.87,00:00:42.170,42.17,00:00:03.300,3.3,1,33004_sessie1_taskrobotEngagement,Lin,visible
237,default,00:00:42.190,42.19,00:00:43.520,43.52,00:00:01.330,1.33,2,33004_sessie1_taskrobotEngagement,Lin,visible
238,default,00:00:43.530,43.53,00:00:43.870,43.87,00:00:00.340,0.34,1,33004_sessie1_taskrobotEngagement,Lin,visible
239,default,00:00:43.900,43.9,00:00:45.080,45.08,00:00:01.180,1.18,2,33004_sessie1_taskrobotEngagement,Lin,visible
240,default,00:00:45.120,45.12,00:00:47.500,47.5,00:00:02.380,2.38,1,33004_sessie1_taskrobotEngagement,Lin,visible
241,default,00:00:47.500,47.5,00:00:48.750,48.75,00:00:01.250,1.25,2,33004_sessie1_taskrobotEngagement,Lin,visible
242,default,00:00:48.770,48.77,00:00:49.240,49.24,00:00:00.470,0.47,1,33004_sessie1_taskrobotEngagement,Lin,visible
243,default,00:00:49.240,49.24,00:00:50.180,50.18,00:00:00.940,0.94,2,33004_sessie1_taskrobotEngagement,Lin,visible
244,default,00:00:50.210,50.21,00:00:50.990,50.99,00:00:00.780,0.78,3,33004_sessie1_taskrobotEngagement,Lin,visible
245,default,00:00:51.010,51.01,00:00:51.790,51.79,00:00:00.780,0.78,1,33004_sessie1_taskrobotEngagement,Lin,visible
246,default,00:00:51.820,51.82,00:00:52.620,52.62,00:00:00.800,0.8,3,33004_sessie1_taskrobotEngagement,Lin,visible
247,default,00:00:52.620,52.62,00:00:54.440,54.44,00:00:01.820,1.82,1,33004_sessie1_taskrobotEngagement,Lin,visible
248,default,00:00:54.480,54.48,00:00:56.680,56.68,00:00:02.200,2.2,2,33004_sessie1_taskrobotEngagement,Lin,visible
249,default,00:00:56.690,56.69,00:00:58.870,58.87,00:00:02.180,2.18,1,33004_sessie1_taskrobotEngagement,Lin,visible
250,default,00:00:58.950,58.95,00:01:02.770,62.77,00:00:03.820,3.82,1,33004_sessie1_taskrobotEngagement,Lin,visible
251,default,00:01:02.810,62.81,00:01:10.620,70.62,00:00:07.810,7.81,1,33004_sessie1_taskrobotEngagement,Lin,visible
252,default,00:01:10.680,70.68,00:01:19.900,79.9,00:00:09.220,9.22,1,33004_sessie1_taskrobotEngagement,Lin,visible
253,default,00:01:19.940,79.94,00:01:20.780,80.78,00:00:00.840,0.84,2,33004_sessie1_taskrobotEngagement,Lin,visible
254,default,00:01:20.820,80.82,00:01:21.760,81.76,00:00:00.940,0.94,1,33004_sessie1_taskrobotEngagement,Lin,visible
255,default,00:01:21.790,81.79,00:01:23.690,83.69,00:00:01.900,1.9,2,33004_sessie1_taskrobotEngagement,Lin,visible
256,default,00:01:23.900,83.9,00:01:25.810,85.81,00:00:01.910,1.91,1,33004_sessie1_taskrobotEngagement,Lin,visible
257,default,00:01:25.840,85.84,00:01:27.050,87.05,00:00:01.210,1.21,4,33004_sessie1_taskrobotEngagement,Lin,visible
258,default,00:01:27.110,87.11,00:01:33.040,93.04,00:00:05.930,5.93,4,33004_sessie1_taskrobotEngagement,Lin,visible
259,default,00:01:33.060,93.06,00:01:35.810,95.81,00:00:02.750,2.75,3,33004_sessie1_taskrobotEngagement,Lin,visible
260,default,00:01:35.820,95.82,00:01:38.410,98.41,00:00:02.590,2.59,1,33004_sessie1_taskrobotEngagement,Lin,visible
261,default,00:01:38.460,98.46,00:01:44.820,104.82,00:00:06.360,6.36,4,33004_sessie1_taskrobotEngagement,Lin,visible
262,default,00:01:44.820,104.82,00:01:54.890,114.89,00:00:10.070,10.07,4,33004_sessie1_taskrobotEngagement,Lin,visible
263,default,00:01:54.960,114.96,00:01:56.810,116.81,00:00:01.850,1.85,1,33004_sessie1_taskrobotEngagement,Lin,visible
264,default,00:01:56.820,116.82,00:01:58.620,118.62,00:00:01.800,1.8,1,33004_sessie1_taskrobotEngagement,Lin,visible
265,default,00:01:58.620,118.62,00:02:03.630,123.63,00:00:05.010,5.01,2,33004_sessie1_taskrobotEngagement,Lin,visible
266,default,00:02:03.650,123.65,00:02:06.800,126.8,00:00:03.150,3.15,1,33004_sessie1_taskrobotEngagement,Lin,visible
267,default,00:02:06.800,126.8,00:02:08.150,128.15,00:00:01.350,1.35,2,33004_sessie1_taskrobotEngagement,Lin,visible
268,default,00:02:08.150,128.15,00:02:09.440,129.44,00:00:01.290,1.29,1,33004_sessie1_taskrobotEngagement,Lin,visible
269,default,00:02:09.450,129.45,00:02:10.720,130.72,00:00:01.270,1.27,2,33004_sessie1_taskrobotEngagement,Lin,visible
270,default,00:02:10.740,130.74,00:02:15.170,135.17,00:00:04.430,4.43,4,33004_sessie1_taskrobotEngagement,Lin,visible
271,default,00:02:15.170,135.17,00:02:20.080,140.08,00:00:04.910,4.91,1,33004_sessie1_taskrobotEngagement,Lin,visible
272,default,00:00:00.090,0.09,00:00:04.560,4.56,00:00:04.470,4.47,2,33005_sessie1_taskrobotEngagement,Lin,visible
273,default,00:00:04.580,4.58,00:00:10.240,10.24,00:00:05.660,5.66,1,33005_sessie1_taskrobotEngagement,Lin,visible
274,default,00:00:10.240,10.24,00:00:11.720,11.72,00:00:01.480,1.48,2,33005_sessie1_taskrobotEngagement,Lin,visible
275,default,00:00:11.750,11.75,00:00:16.340,16.34,00:00:04.590,4.59,1,33005_sessie1_taskrobotEngagement,Lin,visible
276,default,00:00:16.340,16.34,00:00:19.120,19.12,00:00:02.780,2.78,2,33005_sessie1_taskrobotEngagement,Lin,visible
277,default,00:00:19.170,19.17,00:00:21.140,21.14,00:00:01.970,1.97,4,33005_sessie1_taskrobotEngagement,Lin,visible
278,default,00:00:21.160,21.16,00:00:27.930,27.93,00:00:06.770,6.77,4,33005_sessie1_taskrobotEngagement,Lin,visible
279,default,00:00:27.940,27.94,00:00:29.100,29.1,00:00:01.160,1.16,1,33005_sessie1_taskrobotEngagement,Lin,visible
280,default,00:00:29.290,29.29,00:00:37.700,37.7,00:00:08.410,8.41,2,33005_sessie1_taskrobotEngagement,Lin,visible
281,default,00:00:37.710,37.71,00:00:39.890,39.89,00:00:02.180,2.18,1,33005_sessie1_taskrobotEngagement,Lin,visible
282,default,00:00:40.000,40.0,00:00:42.140,42.14,00:00:02.140,2.14,2,33005_sessie1_taskrobotEngagement,Lin,visible
283,default,00:00:42.160,42.16,00:00:44.450,44.45,00:00:02.290,2.29,4,33005_sessie1_taskrobotEngagement,Lin,visible
284,default,00:00:44.470,44.47,00:00:47.830,47.83,00:00:03.360,3.36,2,33005_sessie1_taskrobotEngagement,Lin,visible
285,default,00:00:47.850,47.85,00:00:51.330,51.33,00:00:03.480,3.48,1,33005_sessie1_taskrobotEngagement,Lin,visible
286,default,00:00:51.330,51.33,00:00:56.230,56.23,00:00:04.900,4.9,2,33005_sessie1_taskrobotEngagement,Lin,visible
287,default,00:00:56.230,56.23,00:00:58.530,58.53,00:00:02.300,2.3,1,33005_sessie1_taskrobotEngagement,Lin,visible
288,default,00:00:58.590,58.59,00:01:05.130,65.13,00:00:06.540,6.54,2,33005_sessie1_taskrobotEngagement,Lin,visible
289,default,00:01:05.170,65.17,00:01:07.350,67.35,00:00:02.180,2.18,4,33005_sessie1_taskrobotEngagement,Lin,visible
290,default,00:01:07.370,67.37,00:01:08.110,68.11,00:00:00.740,0.74,2,33005_sessie1_taskrobotEngagement,Lin,visible
291,default,00:01:08.110,68.11,00:01:14.680,74.68,00:00:06.570,6.57,2,33005_sessie1_taskrobotEngagement,Lin,visible
292,default,00:01:14.710,74.71,00:01:17.220,77.22,00:00:02.510,2.51,1,33005_sessie1_taskrobotEngagement,Lin,visible
293,default,00:01:17.250,77.25,00:01:24.970,84.97,00:00:07.720,7.72,2,33005_sessie1_taskrobotEngagement,Lin,visible
294,default,00:01:24.990,84.99,00:01:25.750,85.75,00:00:00.760,0.76,1,33005_sessie1_taskrobotEngagement,Lin,visible
295,default,00:01:25.780,85.78,00:01:26.790,86.79,00:00:01.010,1.01,3,33005_sessie1_taskrobotEngagement,Lin,visible
296,default,00:01:26.840,86.84,00:01:28.470,88.47,00:00:01.630,1.63,1,33005_sessie1_taskrobotEngagement,Lin,visible
297,default,00:00:00.060,0.06,00:00:05.570,5.57,00:00:05.510,5.51,1,33006_sessie1_taskrobotEngagement,Lin,visible
298,default,00:00:05.600,5.6,00:00:10.210,10.21,00:00:04.610,4.61,2,33006_sessie1_taskrobotEngagement,Lin,visible
299,default,00:00:10.220,10.22,00:00:14.350,14.35,00:00:04.130,4.13,1,33006_sessie1_taskrobotEngagement,Lin,visible
300,default,00:00:14.390,14.39,00:00:20.120,20.12,00:00:05.730,5.73,2,33006_sessie1_taskrobotEngagement,Lin,visible
301,default,00:00:20.170,20.17,00:00:22.360,22.36,00:00:02.190,2.19,1,33006_sessie1_taskrobotEngagement,Lin,visible
302,default,00:00:22.380,22.38,00:00:25.690,25.69,00:00:03.310,3.31,1,33006_sessie1_taskrobotEngagement,Lin,visible
303,default,00:00:25.700,25.7,00:00:27.100,27.1,00:00:01.400,1.4,4,33006_sessie1_taskrobotEngagement,Lin,visible
304,default,00:00:27.120,27.12,00:00:27.840,27.84,00:00:00.720,0.72,2,33006_sessie1_taskrobotEngagement,Lin,visible
305,default,00:00:27.860,27.86,00:00:28.350,28.35,00:00:00.490,0.49,1,33006_sessie1_taskrobotEngagement,Lin,visible
306,default,00:00:28.350,28.35,00:00:32.490,32.49,00:00:04.140,4.14,2,33006_sessie1_taskrobotEngagement,Lin,visible
307,default,00:00:32.510,32.51,00:00:35.740,35.74,00:00:03.230,3.23,1,33006_sessie1_taskrobotEngagement,Lin,visible
308,default,00:00:35.890,35.89,00:00:39.890,39.89,00:00:04.000,4.0,2,33006_sessie1_taskrobotEngagement,Lin,visible
309,default,00:00:39.920,39.92,00:00:46.780,46.78,00:00:06.860,6.86,1,33006_sessie1_taskrobotEngagement,Lin,visible
310,default,00:00:46.860,46.86,00:00:48.030,48.03,00:00:01.170,1.17,1,33006_sessie1_taskrobotEngagement,Lin,visible
311,default,00:00:48.060,48.06,00:00:49.750,49.75,00:00:01.690,1.69,3,33006_sessie1_taskrobotEngagement,Lin,visible
312,default,00:00:49.770,49.77,00:00:52.980,52.98,00:00:03.210,3.21,1,33006_sessie1_taskrobotEngagement,Lin,visible
313,default,00:00:53.000,53.0,00:00:56.830,56.83,00:00:03.830,3.83,1,33006_sessie1_taskrobotEngagement,Lin,visible
314,default,00:00:56.860,56.86,00:01:02.590,62.59,00:00:05.730,5.73,2,33006_sessie1_taskrobotEngagement,Lin,visible
315,default,00:01:02.610,62.61,00:01:06.410,66.41,00:00:03.800,3.8,2,33006_sessie1_taskrobotEngagement,Lin,visible
316,default,00:01:06.460,66.46,00:01:07.930,67.93,00:00:01.470,1.47,4,33006_sessie1_taskrobotEngagement,Lin,visible
317,default,00:01:08.000,68.0,00:01:17.830,77.83,00:00:09.830,9.83,2,33006_sessie1_taskrobotEngagement,Lin,visible
318,default,00:01:17.840,77.84,00:01:20.390,80.39,00:00:02.550,2.55,1,33006_sessie1_taskrobotEngagement,Lin,visible
319,default,00:01:20.420,80.42,00:01:32.320,92.32,00:00:11.900,11.9,2,33006_sessie1_taskrobotEngagement,Lin,visible
320,default,00:01:32.450,92.45,00:01:33.240,93.24,00:00:00.790,0.79,3,33006_sessie1_taskrobotEngagement,Lin,visible
321,default,00:01:33.260,93.26,00:01:38.340,98.34,00:00:05.080,5.08,2,33006_sessie1_taskrobotEngagement,Lin,visible
322,default,00:01:38.390,98.39,00:01:41.440,101.44,00:00:03.050,3.05,4,33006_sessie1_taskrobotEngagement,Lin,visible
323,default,00:01:41.490,101.49,00:01:46.850,106.85,00:00:05.360,5.36,2,33006_sessie1_taskrobotEngagement,Lin,visible
324,default,00:01:46.880,106.88,00:01:49.560,109.56,00:00:02.680,2.68,1,33006_sessie1_taskrobotEngagement,Lin,visible
325,default,00:01:49.570,109.57,00:01:52.560,112.56,00:00:02.990,2.99,2,33006_sessie1_taskrobotEngagement,Lin,visible
326,default,00:01:52.580,112.58,00:01:56.640,116.64,00:00:04.060,4.06,1,33006_sessie1_taskrobotEngagement,Lin,visible
327,default,00:00:00.050,0.05,00:00:03.860,3.86,00:00:03.810,3.81,1,33007_sessie1_taskrobotEngagement,Lin,visible
328,default,00:00:03.860,3.86,00:00:05.920,5.92,00:00:02.060,2.06,3,33007_sessie1_taskrobotEngagement,Lin,visible
329,default,00:00:05.930,5.93,00:00:08.060,8.06,00:00:02.130,2.13,1,33007_sessie1_taskrobotEngagement,Lin,visible
330,default,00:00:08.090,8.09,00:00:19.390,19.39,00:00:11.300,11.3,1,33007_sessie1_taskrobotEngagement,Lin,visible
331,default,00:00:19.430,19.43,00:00:20.900,20.9,00:00:01.470,1.47,2,33007_sessie1_taskrobotEngagement,Lin,visible
332,default,00:00:20.910,20.91,00:00:23.700,23.7,00:00:02.790,2.79,4,33007_sessie1_taskrobotEngagement,Lin,visible
333,default,00:00:23.780,23.78,00:00:33.400,33.4,00:00:09.620,9.62,1,33007_sessie1_taskrobotEngagement,Lin,visible
334,default,00:00:33.430,33.43,00:00:43.260,43.26,00:00:09.830,9.83,1,33007_sessie1_taskrobotEngagement,Lin,visible
335,default,00:00:43.310,43.31,00:00:53.440,53.44,00:00:10.130,10.13,1,33007_sessie1_taskrobotEngagement,Lin,visible
336,default,00:00:53.470,53.47,00:01:02.730,62.73,00:00:09.260,9.26,1,33007_sessie1_taskrobotEngagement,Lin,visible
337,default,00:01:02.730,62.73,00:01:05.110,65.11,00:00:02.380,2.38,1,33007_sessie1_taskrobotEngagement,Lin,visible
338,default,00:01:05.130,65.13,00:01:05.780,65.78,00:00:00.650,0.65,3,33007_sessie1_taskrobotEngagement,Lin,visible
339,default,00:01:05.780,65.78,00:01:16.360,76.36,00:00:10.580,10.58,4,33007_sessie1_taskrobotEngagement,Lin,visible
340,default,00:01:16.370,76.37,00:01:18.880,78.88,00:00:02.510,2.51,4,33007_sessie1_taskrobotEngagement,Lin,visible
341,default,00:01:18.880,78.88,00:01:21.180,81.18,00:00:02.300,2.3,1,33007_sessie1_taskrobotEngagement,Lin,visible
342,default,00:01:21.180,81.18,00:01:25.020,85.02,00:00:03.840,3.84,3,33007_sessie1_taskrobotEngagement,Lin,visible
343,default,00:01:25.030,85.03,00:01:29.090,89.09,00:00:04.060,4.06,2,33007_sessie1_taskrobotEngagement,Lin,visible
344,default,00:01:29.100,89.1,00:01:30.090,90.09,00:00:00.990,0.99,1,33007_sessie1_taskrobotEngagement,Lin,visible
345,default,00:01:30.090,90.09,00:01:33.700,93.7,00:00:03.610,3.61,1,33007_sessie1_taskrobotEngagement,Lin,visible
346,default,00:01:33.720,93.72,00:01:38.180,98.18,00:00:04.460,4.46,2,33007_sessie1_taskrobotEngagement,Lin,visible
347,default,00:01:38.220,98.22,00:01:39.730,99.73,00:00:01.510,1.51,3,33007_sessie1_taskrobotEngagement,Lin,visible
348,default,00:01:39.810,99.81,00:01:43.100,103.1,00:00:03.290,3.29,1,33007_sessie1_taskrobotEngagement,Lin,visible
349,default,00:01:43.120,103.12,00:01:47.050,107.05,00:00:03.930,3.93,3,33007_sessie1_taskrobotEngagement,Lin,visible
350,default,00:00:00.000,0.0,00:00:06.619,6.619,00:00:06.619,6.619,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
351,default,00:00:06.619,6.619,00:00:08.684,8.684,00:00:02.065,2.065,0,51015_sessie1_taskrobotEngagement,Ronald,invisible
352,default,00:00:08.684,8.684,00:00:13.269,13.269,00:00:04.585,4.585,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
353,default,00:00:13.269,13.269,00:00:14.406,14.406,00:00:01.137,1.137,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
354,default,00:00:14.406,14.406,00:00:25.938,25.938,00:00:11.532,11.532,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
355,default,00:00:25.938,25.938,00:00:27.051,27.051,00:00:01.113,1.113,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
356,default,00:00:27.051,27.051,00:00:30.750,30.75,00:00:03.699,3.699,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
357,default,00:00:30.750,30.75,00:00:32.000,32.0,00:00:01.250,1.25,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
358,default,00:00:32.000,32.0,00:00:33.335,33.335,00:00:01.335,1.335,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
359,default,00:00:33.335,33.335,00:00:34.750,34.75,00:00:01.415,1.415,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
360,default,00:00:34.750,34.75,00:00:36.501,36.501,00:00:01.751,1.751,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
361,default,00:00:36.501,36.501,00:00:38.750,38.75,00:00:02.249,2.249,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
362,default,00:00:38.750,38.75,00:00:41.250,41.25,00:00:02.500,2.5,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
363,default,00:00:41.250,41.25,00:00:45.000,45.0,00:00:03.750,3.75,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
364,default,00:00:45.000,45.0,00:00:46.500,46.5,00:00:01.500,1.5,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
365,default,00:00:46.500,46.5,00:00:47.500,47.5,00:00:01.000,1.0,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
366,default,00:00:47.500,47.5,00:00:55.750,55.75,00:00:08.250,8.25,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
367,default,00:00:55.750,55.75,00:00:56.959,56.959,00:00:01.209,1.209,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
368,default,00:00:56.959,56.959,00:00:57.650,57.65,00:00:00.691,0.691,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
369,default,00:00:57.650,57.65,00:00:59.650,59.65,00:00:02.000,2.0,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
370,default,00:00:59.650,59.65,00:01:03.150,63.15,00:00:03.500,3.5,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
371,default,00:01:03.150,63.15,00:01:06.400,66.4,00:00:03.250,3.25,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
372,default,00:01:06.400,66.4,00:01:07.650,67.65,00:00:01.250,1.25,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
373,default,00:01:07.650,67.65,00:01:08.400,68.4,00:00:00.750,0.75,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
374,default,00:01:08.400,68.4,00:01:11.183,71.183,00:00:02.783,2.783,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
375,default,00:01:11.183,71.183,00:01:14.050,74.05,00:00:02.867,2.867,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
376,default,00:01:14.050,74.05,00:01:18.820,78.82,00:00:04.770,4.77,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
377,default,00:01:18.820,78.82,00:01:20.450,80.45,00:00:01.630,1.63,3,51015_sessie1_taskrobotEngagement,Ronald,invisible
378,default,00:01:20.450,80.45,00:01:29.950,89.95,00:00:09.500,9.5,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
379,default,00:01:29.950,89.95,00:01:36.134,96.134,00:00:06.184,6.184,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
380,default,00:01:36.134,96.134,00:01:37.439,97.439,00:00:01.305,1.305,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
381,default,00:01:37.439,97.439,00:01:38.250,98.25,00:00:00.811,0.811,3,51015_sessie1_taskrobotEngagement,Ronald,invisible
382,default,00:01:38.250,98.25,00:01:40.651,100.651,00:00:02.401,2.401,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
383,default,00:01:40.651,100.651,00:01:43.908,103.908,00:00:03.257,3.257,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
384,default,00:01:43.908,103.908,00:01:45.151,105.151,00:00:01.243,1.243,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
385,default,00:01:45.151,105.151,00:01:48.400,108.4,00:00:03.249,3.249,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
386,default,00:01:48.400,108.4,00:01:48.700,108.7,00:00:00.300,0.3,3,51015_sessie1_taskrobotEngagement,Ronald,invisible
387,default,00:01:48.700,108.7,00:01:50.785,110.785,00:00:02.085,2.085,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
388,default,00:01:50.785,110.785,00:01:52.200,112.2,00:00:01.415,1.415,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
389,default,00:01:52.200,112.2,00:01:54.450,114.45,00:00:02.250,2.25,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
390,default,00:01:54.450,114.45,00:01:58.450,118.45,00:00:04.000,4.0,1,51015_sessie1_taskrobotEngagement,Ronald,invisible
391,default,00:01:58.450,118.45,00:01:59.450,119.45,00:00:01.000,1.0,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
392,default,00:01:59.450,119.45,00:01:59.670,119.67,00:00:00.220,0.22,2,51015_sessie1_taskrobotEngagement,Ronald,invisible
393,default,00:01:59.670,119.67,00:02:00.934,120.934,00:00:01.264,1.264,4,51015_sessie1_taskrobotEngagement,Ronald,invisible
394,default,00:00:00.000,0.0,00:00:06.580,6.58,00:00:06.580,6.58,2,51016_sessie1_taskrobotEngagement,Ronald,invisible
395,default,00:00:06.580,6.58,00:00:08.110,8.11,00:00:01.530,1.53,1,51016_sessie1_taskrobotEngagement,Ronald,invisible
396,default,00:00:08.110,8.11,00:00:10.680,10.68,00:00:02.570,2.57,2,51016_sessie1_taskrobotEngagement,Ronald,invisible
397,default,00:00:10.680,10.68,00:00:16.840,16.84,00:00:06.160,6.16,1,51016_sessie1_taskrobotEngagement,Ronald,invisible
398,default,00:00:16.840,16.84,00:00:19.720,19.72,00:00:02.880,2.88,2,51016_sessie1_taskrobotEngagement,Ronald,invisible
399,default,00:00:19.720,19.72,00:00:20.470,20.47,00:00:00.750,0.75,1,51016_sessie1_taskrobotEngagement,Ronald,invisible
400,default,00:00:20.470,20.47,00:00:20.720,20.72,00:00:00.250,0.25,2,51016_sessie1_taskrobotEngagement,Ronald,invisible
401,default,00:00:20.720,20.72,00:00:22.470,22.47,00:00:01.750,1.75,3,51016_sessie1_taskrobotEngagement,Ronald,invisible
402,default,00:00:22.470,22.47,00:00:23.541,23.541,00:00:01.071,1.071,0,51016_sessie1_taskrobotEngagement,Ronald,invisible
403,default,00:00:23.541,23.541,00:00:25.020,25.02,00:00:01.479,1.479,4,51016_sessie1_taskrobotEngagement,Ronald,invisible
404,default,00:00:25.020,25.02,00:00:28.080,28.08,00:00:03.060,3.06,1,51016_sessie1_taskrobotEngagement,Ronald,invisible
405,default,00:00:28.080,28.08,00:00:30.340,30.34,00:00:02.260,2.26,3,51016_sessie1_taskrobotEngagement,Ronald,invisible
406,default,00:00:30.340,30.34,00:00:41.220,41.22,00:00:10.880,10.88,2,51016_sessie1_taskrobotEngagement,Ronald,invisible
407,default,00:00:41.220,41.22,00:01:16.760,76.76,00:00:35.540,35.54,1,51016_sessie1_taskrobotEngagement,Ronald,invisible
408,default,00:01:16.760,76.76,00:01:19.390,79.39,00:00:02.630,2.63,2,51016_sessie1_taskrobotEngagement,Ronald,invisible
409,default,00:01:19.390,79.39,00:01:23.760,83.76,00:00:04.370,4.37,3,51016_sessie1_taskrobotEngagement,Ronald,invisible
410,default,00:01:23.760,83.76,00:01:24.290,84.29,00:00:00.530,0.53,1,51016_sessie1_taskrobotEngagement,Ronald,invisible
411,default,00:01:24.290,84.29,00:01:26.040,86.04,00:00:01.750,1.75,4,51016_sessie1_taskrobotEngagement,Ronald,invisible
412,default,00:01:26.040,86.04,00:01:27.790,87.79,00:00:01.750,1.75,1,51016_sessie1_taskrobotEngagement,Ronald,invisible
413,default,00:01:27.790,87.79,00:01:30.180,90.18,00:00:02.390,2.39,2,51016_sessie1_taskrobotEngagement,Ronald,invisible
414,default,00:01:30.180,90.18,00:01:32.180,92.18,00:00:02.000,2.0,1,51016_sessie1_taskrobotEngagement,Ronald,invisible
